tweet,label,clean_text
"Oh, Moderna udah mahal dan berbahaya juga teryata, patesan Amerika nyumbang banyak gitu. Ini gimana sih yah heran aku tuh, ngak paham saya soal voksan vaksin. Kemaren sih gua udah di injeksikan AZ, apa di combo juga kali yah, lagi berfikir keras combo apa yang bagus bisa 99%.",?,moderna udah mahal bahaya teryata patesan amerika nyumbang banyak gitu gimana sih yah heran aku tuh ngak paham soal voksan vaksin kemaren sih gua udah injeksi az apa combo kali yah berfikir keras combo apa bagus
Dengar2 vaksin dari Moderna (yg hrgnya palong mahal dibanding yg laen) bermasalah! Krn efek sampingnya berbahaya. #CoronaVaccine,?,dengar vaksin moderna hrgnya palong mahal banding laen masalah krn efek samping bahaya
"Hingga saat ini, vaksinasi masih menggunakan beberapa tipe seperti AstraZeneca, Sinovac dan akhir-akhir ini yang banyak dibicarakan yaitu vaksin tipe Moderna yang di isukan memiliki beberapa efek samping yang berbahaya.",?,hingga vaksinasi guna beberapa tipe astrazeneca sinovac akhirakhir banyak bicara vaksin tipe moderna isu milik beberapa efek samping bahaya
Lebih baik tidak vaksin. Moderna termasuk salah satu vaksin yg paling berbahaya.,hoax,lebih baik vaksin moderna masuk salah satu vaksin paling bahaya
Moderna itu vaksin buatan Bill Gates . Salah satu Efek samping Pfizer diisukan bisa mengakibatkan steril alias mandul . Menurut saya semua vaksin itu berbahaya . Dikasih Gratis aja Ogah apalagi bayar ,hoax,moderna vaksin buat bill gates salah satu efek samping pfizer isu akibat steril alias mandul semua vaksin bahaya kasih gratis aja ogah bayar
"Ada kontaminan di 3 batch. Lalu diasumsikan seluruh vaksin Moderna berbahaya. Kalo loe gak mau di vaksin karena loe takut resiko terserah loe, tapi loe gak punya hak goblok""in orang yg berpikir resikonya manageable. Goblok loe....",?,kontaminan batch lalu asumsi seluruh vaksin moderna bahaya kalo loe gak mau vaksin loe takut resiko serah loe loe gak punya hak goblokin orang pikir resiko manageable goblok loe
"Vaksin Moderna merupakan vaksin dengan platform mRNA yang punya KIPI lebih terasa dibanding Sinovac maupun AstraZeneca. Namun, hal ini bukan berarti berbahaya dan harus ditakuti",valid,vaksin moderna rupa vaksin platform mrna punya kipi lebih asa banding sinovac maupun astrazeneca bukan arti bahaya takut
"sukaa, tp mau nnya deh emg yakult tu terbuat dari sperma sapi?",?,sukaa tp mau nnya deh emg yakult tu buat sperma sapi
"Usus aja aku cintai apalagi kamu~ (eh, katanya Yakult terbuat dari sperma sapi ?)",?,usus aja aku cinta kamu eh kata yakult buat sperma sapi
Turn Back Hoax: [SALAH] Minuman Probiotik Yakult Terbuat dari Sperma Sapi,valid,turn back hoax salah minum probiotik yakult buat sperma sapi
"Kebetulan tadi minum Yakult jadi boleh nimbrung yaa. Yakult itu terbuat dari susu skim plus sugar. Jangan lupa Lactobacillus casei. 
Baru tau sperma sapi ikut berpelukan dengan si Lactobacillus casei Loudly crying face",?,betul tadi minum yakult jadi nimbrung yaa yakult buat susu skim plus sugar jangan lupa lactobacillus casei baru tau sperma sapi ikut peluk si lactobacillus casei loudly crying face
"Waduh, Telur Asin Palsu Ini Beredar Luas di Pasaran",hoax,waduh telur asin palsu edar luas pasar
Terdengar kabar bahwa ada penemuan telur palsu yang beredar di pasaran. ,?,dengar kabar temu telur palsu edar pasar
"Beras, tahu, dan telur makanan palsu beredar di pasaran ",?,beras tahu telur makan palsu edar pasar
Satgas Pangan Polri Pastikan Tidak Ada Telur Palsu Yang Beredar Di Pasaran,valid,satgas pangan polri pasti telur palsu edar pasar
Nih beras palsu dan Telur palsu Buatan Made in China sdh Beredar Di pasaran Indonesia Hati2 dlm Memilih,hoax,nih beras palsu telur palsu buat made in china sdh edar pasar indonesia hati dlm pilih
Dana haji yang jumlahnya mencapai Rp 40 triliun telah diinvestasikan ke Sukuk Dana Haji Indonesia sekitar Rp 39 ...,?,dana haji jumlah capai rp triliun investasi sukuk dana haji indonesia rp
"Anggaran sebesar Rp181 miliar dana haji telah diinvestasikan untuk Perguruan Tinggi Keagamaan Islam Negeri (PTKIN) di Provinsi Aceh, kata Wakil Ketua Komisi VIII DPR RI, Marwan Dasopang.",?,anggar besar rp miliar dana haji investasi guru tinggi agama islam negeri ptkin provinsi aceh kata wakil ketua komisi viii dpr ri marwan dasopang
"Bukan dana abadi, Tapi tabungan jamaah yang dikelola oleh BPKH yang nilainya telah mencapai lebih dari 100 triliun. Dana tersebut diinvestasikan dan keuntungannya dikembalikan ke jamaah haji dengan cara potong harga biaya haji.",?,bukan dana abadi tabung jamaah kelola bpkh nilai capai lebih triliun dana sebut investasi untung kembali jamaah haji cara potong harga biaya haji
[HOAKS] Rp 100 Triliun Dana Haji telah Diinvestasikan,valid,hoaks rp triliun dana haji investasi
Presiden Republik Indonesia Joko Widodo juga telah menjanjikan dana haji akan diinvestasikan ke proyek yang pasti... http://,?,presiden republik indonesia joko widodo janji dana haji investasi proyek
Infonya Buronan KPK yg Bernama Harun Masiku di tembak mati ya iyalah di Matiiin Biar tdk Terbongkar Kecurangan Pilpres 2019 yg di Umumin tengah Malam,hoax,info buron kpk nama harun mas tembak mati iya matiiin biar tdk bongkar curang pilpres umumin tengah malam
"Kapolri Diminta Segera Perintahkan Anak Buahnya Tembak Mati Harun Masiku 

Run run kalo kau baca ini gak ngeri kau. Lebih baik keluar lah kau dari persembunyian. Nyerahin diri aja. Aku aja bayanginya ngeri. Mau di dor kau run.",?,kapolri minta segera perintah anak buah tembak mati harun mas run run kalo kau baca gak ngeri kau lebih baik keluar lah kau sembunyi nyerahin diri aja aku aja bayang ngeri mau dor kau run
"Harun masiku kemana ya? Sakti juga rezim menyembunyikannya, owh di ketek mamak banteng kali yaGrinning face with smiling eyesbecanda ah....
Jangan baper, saya masih mau hidup...saya gak mau mati di tembak dengan alasan keamanan",?,harun mas sakti rezim sembunyi owh ketek mamak banteng kali yagrinning face with smiling eyesbecanda ah jangan baper mau hidupsaya gak mau mati tembak alas aman
Jika harun masiku di tembak mati berarti para koruptor kelas kakap mau menghilangkn jejak dri persangkutan,hoax,harun mas tembak mati arti koruptor kelas kakap mau menghilangkn jejak dri sangkut
"Kapolrinya Bingung dan Takut Buat Mengungkap dan Menangkap Masiku...
Apalagi Santer Perintah Masiku Mesti Tembak Mati di Tempat…",hoax,kapolrinya bingung takut buat ungkap tangkap mas santer perintah mas mesti tembak mati tempat
"Politikus PDIP Harun Masiku Dikabarkan Meninggal karena Diduga Ditembak Mati - Oposisi Cerdas. ...  di tembak mati alias dilenyapkan.. gak aneh, kayaknya cara2 melenyapkan barang bukti.",hoax,politikus pdip harun mas kabar tinggal duga tembak mati oposisi cerdas tembak mati alias lenyap gak aneh kayak cara lenyap barang bukti
"IPW: Sudah Saatnya Kapolri Keluarkan Perintah Tembak Harun Masiku

""Polri hrs bisa bersikap lbh tegas lg, yakni memerintahkan kpd seluruh anggotanya utk melakukan tembak di tmpt, hidup/ mati, agar Harun keluar dr persembunyiannya,""

Serem amat usulannyaFace with open mouth",valid,ipw saat kapolri keluar perintah tembak harun mas polri hrs sikap lbh tegas lg perintah kpd seluruh anggota utk laku tembak tmpt hidup mati harun keluar dr sembunyi rem usulannyaface with open mouth
"ICW TERIMA DANA HIBAH DARI KPK SEBESAR 96 MILIAR
Beredar postingan bahwa ICW menerima dana hibah sebesar 96 Miliar dari KPK. Info tsb tidak benar, lengkpanya di: https://bit.ly/2U1Ndmm",valid,icw terima dana hibah kpk besar miliar edar postingan icw terima dana hibah besar miliar kpk info tsb benar lengkpanya
Jd tuduhan ahli hukum itu soal ICW terima dana dari KPK gimana toh? Kriminalisasi jilid ke brp pula ini,?,jd tuduh ahli hukum soal icw terima dana kpk gimana kriminalisasi jilid brp
"Tuduh ICW Terima Dana dari KPK dan APBN, Guru Besar Unpad Bakal Dipolisikan : ",?,tuduh icw terima dana kpk apbn guru besar unpad bakal polisi
BEM Nusantara Tuding ICW Terima Aliran Dana Asing Dari KPK,?,bem nusantara tuding icw terima alir dana asing kpk
"ha ha ha prof itu ternyata bacanya terbalik , bukan icw yg terima dana dari kpk tapi sebaliknya justru kpk yg terima dana dari icw",hoax,ha ha ha prof nyata baca balik bukan icw terima dana kpk balik justru kpk terima dana icw
"Berita 15 Juli 2017 Dituding Terima Dana Dari Kpk, ICW Tantang Prof ROMLI Untuk Membuktikan: http://youtu.be/ZJ7_iYIXB50?a melalui 
@YouTube",?,berita juli tuding terima dana kpk icw tantang prof romli bukti lalu
Prof. Romli: Jelas ICW Terima Dana dari KPK http://centrumpost.com/hukum/44575/2015/prof-romli-jelas-icw-terima-dana-dari-kpk.html,?,prof romli jelas icw terima dana kpk
"[SALAH] Video “Masjid jayakarta kawasan pulogadung yg deket PT kimia farma dibakar komunis” 

BUKAN dibakar. Kebakaran Masjid JIEP Jayakarta pada 1 Juli 2021 tersebut …",valid,salah video masjid jayakarta kawasan pulogadung deket pt kimia farma bakar komunis bukan bakar bakar masjid jiep jayakarta juli sebut 
"Pukul 9;00 Masjid Jayakarta, Cakung terbakar, diturunkan 7 bus pemadam kebakaran, Alhamdullilah api sdh dpt dipadamkan.....kabarnya Masjid ini dibakar dan pelakunya dah tertangkap..Thinking faceThinking face",hoax,pukul masjid jayakarta cakung bakar turun bus madam bakar alhamdullilah api sdh dpt dipadamkankabarnya masjid bakar laku dah tertangkapthinking facethinking face
"MASJID JAYAKARTA JAKARTA TIMUR TERBAKAR ATAU DIBAKAR...?
Wallahu 'alam bishowab...
> Terbakar : Berarti Allahu Akbar Hilangkan sekalian, Karena Masjid ditutup.
> Dibakar : Diperkirakan Ada sentimen Misi, untuk memperkeruh situasi.

Ambil Pelajaran, Semua Allahu Akbar punya Kuasa.
",?,masjid jayakarta jakarta timur bakar bakar wallahu alam bishowab bakar arti allahu akbar hilang sekali masjid tutup bakar kira sentimen misi keruh situasi ambil ajar semua allahu akbar punya kuasa
"HOAX
Video “Membuat oksigen dengan aerator akuarium”

FAKTANYA
Kepala Balai Pengembangan Instrumentasi di LIPI, Anto Tri Sugiarto, menjelaskan, alat tersebut tidak akan dapat menambah jumlah oksigen yang dihirup. Pompa aerator, hanya membantu mengirim udara ke saluran pernapasan.",valid,hoax video buat oksigen aerator akuarium fakta kepala balai kembang instrumentasi lipi anto tri sugiarto jelas alat sebut tambah jumlah oksigen hirup pompa aerator bantu kirim udara salur napas
"Saya hargai usahanya membuat gelembung udara dengan aerator akuarium. 

Sayangnya, gelembung itu tetaplah gelembung udara, bukan menghasilkan oksigen yang dibutuhkan penderita Covid19.",?,harga usaha buat gelembung udara aerator akuarium sayang gelembung tetap gelembung udara bukan hasil oksigen butuh derita covid
"[SALAH] Foto Suasana Demo Anti-Vaksin di Prancis 

Informasi yang salah. Foto tersebut diambil pada 15 Juli 2018 ...
",valid,salah foto suasana demo antivaksin prancis informasi salah foto sebut ambil juli
"Demo Anti Vaksin di Prancis.
",hoax,demo anti vaksin prancis
"egara² di Eropa demo Anti Vaksin._ (Juli 2021)
_Perancis hari keempat protes massal menentang vaksinasi dan paspor vaksinasi_
https://twitter.com/SaveMoslem1/status/1417145083439181826/video/1

*Protes Anti Vaksin Di Prancis, 100 Ribu Warga Demo Turun ke Jalan*",hoax,egara eropa demo anti vaksin juli perancis hari empat protes massal tentang vaksinasi paspor vaksinasi protes anti vaksin prancis ribu warga demo turun jalan
"Protes Anti-Vaksin di Prancis dan Yunani, Ratusan Ribu Warga Demo Turun di Jalan",hoax,protes antivaksin prancis yunani ratus ribu warga demo turun jalan
"Demo anti-masker di Amerika meneriakkan freedom, demo anti-kartu vaksin di Prancis juga meneriakkan freedom. Demo anti-lockdown di Australia, seruannya juga sama; freedom ",?,demo antimasker amerika teriak freedom demo antikartu vaksin prancis teriak freedom demo antilockdown australia seru sama freedom
"Ada yg up video demo di Prancis katanya anti vaksin padahal mereka demo karena kebijakan marcon ""vaccine passport"" mandatory sebagai bukti untuk bisa akses mall2, toko2, pub2 dsb. Padahal alasan mereka ""liberty"" & diprovokasi lawan politik marcon.",?,up video demo prancis kata anti vaksin padahal demo bijak marcon vaccine passport mandatory bukti akses mall toko pub padahal alas liberty provokasi lawan politik marcon
"Bukan cuman prancis doang di inggris, belanda, itali, spanyol jumlah yang anti vaksin dan masker itu banyak banget dan mereka sering demo semenjak tahun lalu... Cuman media globalis gak ada yang beritain... Uploadan di yt pun banyak yang di takedown kalo posting itu",?,bukan cuman prancis doang inggris belanda itali spanyol jumlah anti vaksin masker banyak banget sering demo semenjak tahun lalu cuman media global gak beritain uploadan yt banyak takedown kalo posting
Cek Fakta: China Ungkap Vaksin Sinovac Tidak Terbukti Manjur lalu Beralih ke Vaksin Pfizer dan Moderna,?,cek fakta china ungkap vaksin sinovac bukti manjur lalu alih vaksin pfizer moderna
".CHINA AKUI VAKSIN SINOVAC BUATANNYA TIDAK MANJUR.*_

Lah trus..,
_*Pembuatnya saja Mengakui Vaksin Sinovac buatannya kurang manjur.., tapi Indonesia malah Memborongnya..???*_

_*kamu WARAS..???*_ 

https://health.detik.com/berita-detikhealth/d-5529197/china-akui-vaksin-corona-buatannya-kurang-manjur-berapa-sih-efikasinya
_*China Akan Beralih Ke Vaksin Pfizer dan Moderna.*_",?,china aku vaksin sinovac buat manjur lah trus buat aku vaksin sinovac buat kurang manjur indonesia malah borong kamu waras china alih vaksin pfizer moderna
"Vaksin Sinovac efektif setelah mendapatkan vaksin dosis kedua. Jadi, buat kamu yang mendapatkan vaksin jenis sinovac ini nggak usah ragu ya.

Yang terpenting, kita sudah berikhtiar dan tetap patuh Protokol Kesehatan ya teman-teman",valid,vaksin sinovac efektif dapat vaksin dosis dua jadi buat kamu dapat vaksin jenis sinovac usah ragu penting ikhtiar tetap patuh protokol sehat temanteman
"Sinovac Akui Vaksin Buatannya Tidak Terlalu Manjur

Hasil Ujicoba 12.396 Orang di Brazil dan Turki :

- 100% Tetap Positif Virus Mahkota Namun Cegah Rawat Inap

- 83,7% Tetap Positif Virus Mahkota Tanpa Perlu Perawatan Medis",?,sinovac aku vaksin buat terlalu manjur hasil ujicoba orang brazil turki tetap positif virus mahkota cegah rawat inap tetap positif virus mahkota perlu awat medis
"""Orang China bukan tidak punya otak,"" ujar Duterte seperti dikutip dari Reuters.

""Orang China cerdas. Mereka tak mungkin produksi bila tak aman, manjur dan terjamin,"" sambung dia. 

Alasan Duterte Tetap Beli Vaksin Sinovac: Orang China Cerdas",?,orang china bukan punya otak ujar duterte kutip reuters orang china cerdas tak mungkin produksi bila tak aman manjur jamin sambung alas duterte tetap beli vaksin sinovac orang china cerdas
"Vaksin berbayar, klo pemerintah gak ingkar janji lagi, adalah Sinopharm, 11 12 dgn Sinovac, pake teknologi aman tp kurang manjur dibanding vaksin2x berbasis mRNA kyk Pfizer n Moderna. Tidak bicara logistik dan efek samping disini #vaksinberbayar",?,vaksin bayar klo perintah gak ingkar janji sinopharm dgn sinovac pake teknologi aman tp kurang manjur banding vaksinx bas mrna kyk pfizer n moderna bicara logistik efek samping sini
Semua Warga Istana Duluan di Vaksin Sinovac ( s***k ) Baru kasih kabar efek vaksinnya Klu sudah pada Gempor Setengah Menyeng berarti Vaksin s***knya  Manjur ! Klu Rakyat mah Tidak Perlu divaksin karena Sudah punya Antibodinya !,hoax,semua warga istana duluan vaksin sinovac sk baru kasih kabar efek vaksin klu gempor tengah seng arti vaksin sknya manjur klu rakyat mah perlu vaksin punya antibodi
"Turki Pesan 5,2 Juta Vaksin Nusantara Gagasan dr. Terawan. 

Sementara Indonesia bekerjasama dgn China akan membangun Pabrik pembuatan Vaksin April 2022. 

Yaa Allah.... Ngenes amat. Jadi ketukar begini. ",hoax,turki pesan juta vaksin nusantara gagas dr awan indonesia bekerjasama dgn china bangun pabrik buat vaksin april yaa allah ngenes jadi tukar begini
Tadi dibantah sama Dubes kalau Turki ga ada pesan Vaksin Nusantara.,?,tadi ban sama dubes kalau turki ga pesan vaksin nusantara
"Memangnya Turki beneran pesan vaksin Nusantara? Kapan mesannya? Kok dia pesan vaksin Nusantara? 

#PeriksaFakta dulu, yuk.",?,memang turki beneran pesan vaksin nusantara kapan mesan kok pesan vaksin nusantara dulu yuk
Dubes RI Bantah Pemerintah Turki Pesan Vaksin Nusantara,valid,dubes ri bantah perintah turki pesan vaksin nusantara
"Prof Nidom: Saya Dengar Turki Pesan 5,2 Juta Dosis Vaksin Nusantara
",?,prof nidom dengar turki pesan juta dosis vaksin nusantara
"Informasi terkait Turki ingin pesan Vaksin Nusantara msh bersifat informal, bukan formal krn vaksin blm final, msh ada hambatan uji klinis tahap-3 shg diminta dilaksanakan di Turki utk percepat.
Yg penting dr berita tsb adalah makna & pesan yg tersirat.""",?,informasi kait turki pesan vaksin nusantara msh sifat informal bukan formal krn vaksin blm final msh hambat uji klinis tahap shg minta laksana turki utk cepat penting dr berita tsb makna pesan sirat
Berita Turki pesan vaksin Nusantara jutaan paket itu apa bedanya sama berita mobil Esemka sdh dipesan ribuan unit?,?,berita turki pesan vaksin nusantara juta paket apa beda sama berita mobil esemka sdh pes ribu unit
"VTUBE RESMI DILINDUNGI PEMERINTAH INDONESIA
Beredar narasi yg menyebut bhwa Vtube resmi dilindungi Pemerintah Indonesia. Informasi tersebut tidak benar. ",valid,vtube resmi lindung perintah indonesia edar narasi sebut bhwa vtube resmi lindung perintah indonesia informasi sebut benar
